TestName,ParameterName,ResultTypeName
Cytopath - Gynaec Cyto (PAP smear),Comment:,Template
Cytopath - Sputum Cytology,Comment:,Template
Cytopath - Sputum for hemosiderin laden macrophages,Comment:,Template
Cytopath - Synovial fluid  (For crystals),Comment:,Template
Cytopath - Tzanck smear,Comment:,Template
Cytopath - Urine cytology,Comment:,Template
Cytopath - Urine Hemosiderin,Comment:,Template
D - Dimer,D - Dimer,Numeric
D- DIMER,D - Dimer,Numeric
D-Dimer (Vidas),Result,Numeric
Dengue IgG (ELISA),Dengue IgG,Numeric
Dengue IgG (ELISA),Dengue IgG (ELISA),SubHeading
Dengue IgG (ELISA),Interpretation,List Of Choices
"Dengue IgG, IgM",A:G Ratio,Numeric
Dengue IgM (ELISA),Dengue IgM,Numeric
Dengue IgM (ELISA),Dengue IgM (ELISA),SubHeading
Dengue IgM (ELISA),Interpretation,List Of Choices
Dengue IgM/IgG & NS1 Card,Dengue IgG Antibody,List Of Choices
Dengue IgM/IgG & NS1 Card,Dengue IgM Antibody,List Of Choices
Dengue IgM/IgG & NS1 Card,Dengue IgM/IgG & NS1 Card,SubHeading
Dengue IgM/IgG & NS1 Card,Dengue NS1 Antigen,List Of Choices
Dengue IgM/IgG & NS1 Card,IgG,List Of Choices
Dengue IgM/IgG & NS1 Card,IgM,List Of Choices
Dengue NS1 Antigen,Dengue NS1 Antigen (ELISA),SubHeading
Dengue NS1 Antigen,RESULT,SingleLine Text
Dengue NS1 Antigen - Panel,A:G Ratio,Numeric
DHEAS,DHEAS,Numeric
Dialysate Fluid Electrolyte,F1,SubHeading
Dialysate Fluid Electrolyte,F2,SubHeading
Dialysate Fluid Electrolyte,f3,SubHeading
Dialysate Fluid Electrolyte,F4,SubHeading
Dialysate Fluid Electrolyte,Potassium,Numeric
Dialysate Fluid Electrolyte,Potassium,Numeric
Dialysate Fluid Electrolyte,Potassium,Numeric
Dialysate Fluid Electrolyte,Potassium,Numeric
Dialysate Fluid Electrolyte,Sodium,Numeric
Dialysate Fluid Electrolyte,Sodium,Numeric
Dialysate Fluid Electrolyte,Sodium,Numeric
Dialysate Fluid Electrolyte,Sodium,Numeric
Dialysate Fluid Sugar,Glucose 1 Hr,Numeric
Digoxin,A:G Ratio,Numeric
Diptheria IgG Antibodies,A:G Ratio,Numeric
Direct Coombs Test,DCT,List Of Choices
DLC,Atypical Lymphocytes,List Of Choices
DLC,Band Forms,Numeric
DLC,Basophils,Numeric
DLC,Basophils Count,Numeric
DLC,Blast,Numeric
DLC,Differential Count,SubHeading
DLC,Eosinophils,Numeric
DLC,Eosinophils Count,Numeric
DLC,LUC,Numeric
DLC,Lymphocytes,Numeric
DLC,Lymphocytes Count,Numeric
DLC,Metamylocyte,Numeric
DLC,Monocytes,Numeric
DLC,Monocytes Count,Numeric
DLC,Myelocyte,Numeric
DLC,Neutrophils,Numeric
DLC,Neutrophils Count,Numeric
DLC,NRBC / 100 WBC,SingleLine Text
DLC,Others,MultiLine Text
DLC,Reactive Lymphocytes,List Of Choices
DLC,Toxic Granulation,List Of Choices
DONATH LANDSTEINER ANTIBODY TEST,DONATH LANDSTEINER ANTIBODY,List Of Choices
Drain Fluid Bilirubin,Direct Bilirubin,Numeric
Drain Fluid Bilirubin,Total Bilirubin,Numeric
Drain Fluid Creatinine,Creatinine,Numeric
"Dual Marker 9 - 13 Weeks ( Free BhCG , PAPP A  )",A:G Ratio,Numeric
EBV IgM - Nuclear Antigen,Result,Numeric
EBV IgM- Viral Capsid Antigen,Result,Numeric
EBV VCA IgM (ELFA),EBV VCA IgM,Numeric
EBV VCA IgM (ELFA),EBV VCA IgM (ELFA),SubHeading
EBV VCA IgM (ELFA),Interpretation,List Of Choices
EBV Viral Capsid IgM & IgG,Result,List Of Choices
ECG (Bedside),Impression,TextEditor
ECG (Nos),Impression,TextEditor
ECG (Nos.),Impression,TextEditor
Echo (Bedside),Impression,TextEditor
Echo (Nos.),Impression,TextEditor
Echo 3D Doppler (with Color),Impression,TextEditor
Echo Cardiogram,Impression,TextEditor
Echo Screening -OP.,Impression,TextEditor
Echo virus antibody panel (Ig G & Ig M ) -Lalpath,Result,List Of Choices
EEG Portable,Impression,TextEditor
EEG Routine,Impression,TextEditor
Electrolytes,Electrolytes,SubHeading
Electrolytes,Potassium,Numeric
Electrolytes,Sodium,Numeric
EMB IgM - Nuclear Antigen,Result,Numeric
EMG,Impression,TextEditor
EMG Needle charges,Impression,TextEditor
EMV IgM - Nuclear Antigen,Result,Numeric
Endotracheal /Tracheostomy secreation for surveillance (Outside treated patient),Colony Count,Numeric
Endotracheal /Tracheostomy secreation for surveillance (Outside treated patient),Culture,Culture
Endotracheal /Tracheostomy secreation for surveillance (Outside treated patient),Culture & Sensitivity - Endotracheal Tube (Automated VITEK 2),SubHeading
Endotracheal /Tracheostomy secreation for surveillance (Outside treated patient),Gram Stain,List Of Choices
Endotracheal /Tracheostomy secreation for surveillance (Outside treated patient),Gram Stain,SingleLine Text
Endotracheal /Tracheostomy secreation for surveillance (Outside treated patient),Observation,List Of Choices
Enteroclysis,Impression,TextEditor
Environmental Culture Plate,Settle Plate,Template
Environmental Culture Swab,Swab,Template
EOSINOPHILIA PANEL(MOLECULAR),FIP1L1-PDGFRa RTPCR,SingleLine Text
EOSINOPHILIA PANEL(MOLECULAR),FISH-BCR/Abl,SingleLine Text
EOSINOPHILIA PANEL(MOLECULAR),JAK2Mutation Analysis(Exon 14),SingleLine Text
Epstein Barr Virus DNA PCR,A:G Ratio,Numeric
Erythropoietin CLIA,Erythropoietin,Numeric
ESR ( Erythrocyte Sedimentation Rate ),ESR,Numeric
Estradiol ( E2 ),Estradiol,Numeric
Estrdiol ( E5 ),A:G Ratio,Numeric
Extra 1,Colony Count,Numeric
Extra 1,Gram Stain,SingleLine Text
Extra 1,Observation,List Of Choices
extra 3,Colony Count,Numeric
extra 3,Gram Stain,SingleLine Text
extra 3,Observation,List Of Choices
Extra Film (10X8),Impression,TextEditor
Extra Film Charges  (14X17),Impression,TextEditor
Extra test,Colony Count,Numeric
Extra test,Gram Stain,SingleLine Text
Extra test,Observation,List Of Choices
FACTOR  VIII  FUNCTIONAL,Factor VIII,Numeric
Factor V Leiden ( Genepath ),"Factor V Leiden , Mutant Detection",MultiLine Text
Factor Viii Level-Blood bank QC,Factor VIII,Numeric
FACTOR X1,Result,List Of Choices
FACTOR X11,Result,List Of Choices
FDP ( Fibrin Degardation Products ),A:G Ratio,Numeric
Ferritin,Comment :-,Template
Ferritin,Ferritin,Numeric
Fibrinogen Level ( Factor - I,Fibrinogen,Numeric
FISH Multiple Myeloma Pannel ( Oncquest ),FISH,SubHeading
FISH Multiple Myeloma Pannel ( Oncquest ),Multiple Myeloma,SubHeading
Fistulogram/Sinogram,Impression,TextEditor
Flowcytometry - CLL Diagnostic Panel (ONQUEST),Result,List Of Choices
Fluid  - ADA   ( O ),Fluid ADA,Numeric
Fluid Cytology,Observation,Template
Fluid LDH,Fluid LDH,Numeric
Fluid PH,pH,Numeric
FLUOROSCOPY,Impression,TextEditor
Fluoroscopy Procedure (Medium),Impression,TextEditor
Fluoroscopy Procedure (Small),Impression,TextEditor
FNAC,Observation,Template
Folic Acid,Folic acid,Numeric
Follow up EEG,Impression,TextEditor
Follow up NCS,Impression,TextEditor
Fractional Excretion of Mg,Result,List Of Choices
Free Beta HCG,Free Beta HCG,Numeric
Free Ionized Calcium,Ionized Calcium,Numeric
Free PSA  ( O ),Free PSA,Numeric
Free T3,Free T3,Numeric
Free T4,Free T4,Numeric
Free Testosterone,Free Testosterone,Numeric
Free Thyroxine Index (FTI),ABG,SubHeading
FSH,Follicle Stimulating Hormone,Numeric
Fungal Culture,Fungal Culture,SubHeading
Fungal KOH / Stain,FUNGAL KOH,SubHeading
Fungal KOH / Stain,Result,List Of Choices
Fungal KOH / Stain,Results,List Of Choices
Fungal KOH / Stain,Site/Sample type,SingleLine Text
Fungal Stain,A:G Ratio,Numeric
G6PD,G6PD,Numeric
Gamma GT ( GGT ),Gamma GT,Numeric
"Ganglioside Receptor Antiboby (GM1,2,3,GD1b,GQ1b,GD1a,GT1b) AMRITA",Result,SingleLine Text
Gastrin,A:G Ratio,Numeric
GBM -  Antibody,Result,Numeric
GCT ( Glucose Challenge Test ),GCT 1 hr,Numeric
Genetic Thrombophelia common mutation panel(Gene Path),Comments,MultiLine Text
Genetic Thrombophelia common mutation panel(Gene Path),Factor II ( Prothrombin ) Gene sequencing,SingleLine Text
Genetic Thrombophelia common mutation panel(Gene Path),Factor V Leiden,SingleLine Text
Genetic Thrombophelia common mutation panel(Gene Path),MTHFR Gene Mutation Analysis,SingleLine Text
"Genexpert MTB with Rifampicin Resistance, Qualitative PCR","Genexpert MTB with Rifampicin Resistance, Qualitative PC",SubHeading
"Genexpert MTB with Rifampicin Resistance, Qualitative PCR",Result,List Of Choices
Genexpert.Com ( GeneXpert PCR + AFB Culture),Result,List Of Choices
Globulin,Globulin,Numeric
Glomerular Filtration Rate (GFR),Creatinine,Numeric
Glomerular Filtration Rate (GFR),GFR,SingleLine Text
Glucose Tolerance Test (75gm),GTT 2 hr;,Numeric
Glucose Tolerance Test (75gm),GTT Fasting,Numeric
Glucose Tolerence Test (100 gm),GTT 1 hr:,Numeric
Glucose Tolerence Test (100 gm),GTT 2 hr;,Numeric
Glucose Tolerence Test (100 gm),GTT 3hr,Numeric
Glucose Tolerence Test (100 gm),GTT Fasting,Numeric
"Glucose, 1hr Post Prandial","Glucose,1hr Post Prandial",Numeric
"Glucose,Post Prandial","Glucose,Post Prandial",Numeric
"Glucose,Random","Glucose,Random",Numeric
Glycine,A:G Ratio,Numeric
GnRH Stimulation Test  ( LH & FSH ),120 minutes,SubHeading
GnRH Stimulation Test  ( LH & FSH ),15 minutes,SubHeading
GnRH Stimulation Test  ( LH & FSH ),30 minutes,SubHeading
GnRH Stimulation Test  ( LH & FSH ),45 minutes,SubHeading
GnRH Stimulation Test  ( LH & FSH ),60 minutes,SubHeading
GnRH Stimulation Test  ( LH & FSH ),90 minutes,SubHeading
GnRH Stimulation Test  ( LH & FSH ),Baseline,SubHeading
GnRH Stimulation Test  ( LH & FSH ),FSH ( 120 minutes ),Numeric
GnRH Stimulation Test  ( LH & FSH ),FSH ( 15 minutes ),Numeric
GnRH Stimulation Test  ( LH & FSH ),FSH ( 30 minutes ),Numeric
GnRH Stimulation Test  ( LH & FSH ),FSH ( 45 minutes ),Numeric
GnRH Stimulation Test  ( LH & FSH ),FSH ( 60 minutes ),Numeric
GnRH Stimulation Test  ( LH & FSH ),FSH ( 90 minutes ),Numeric
GnRH Stimulation Test  ( LH & FSH ),FSH ( Baseline ),Numeric
GnRH Stimulation Test  ( LH & FSH ),Lutenizing  Hormone (LH) 120 minutes,Numeric
GnRH Stimulation Test  ( LH & FSH ),Lutenizing  Hormone (LH) 15 minutes,Numeric
GnRH Stimulation Test  ( LH & FSH ),Lutenizing  Hormone (LH) 30 minutes,Numeric
GnRH Stimulation Test  ( LH & FSH ),Lutenizing  Hormone (LH) 45 minutes,Numeric
GnRH Stimulation Test  ( LH & FSH ),Lutenizing  Hormone (LH) 60 minutes,Numeric
GnRH Stimulation Test  ( LH & FSH ),Lutenizing  Hormone (LH) 90 minutes,Numeric
GnRH Stimulation Test  ( LH & FSH ),Lutenizing  Hormone (LH) Baseline,Numeric
Gold Serum,A:G Ratio,Numeric
Gram Staining,Gram Stain,SingleLine Text
Gram Staining - Body Fluid,Gram Stain,List Of Choices
Gram Staining - Body Fluid,Gram stain,SubHeading
Gram Staining - Body Fluid,Site/Sample type,SingleLine Text
Gram Staining - Ear Swab,Gram Stain,SingleLine Text
Gram Staining - Pericardial Fluid,Gram Stain,SingleLine Text
Gram Staining - Peritoneal Fluid,Gram Stain,SingleLine Text
Gram Staining - Pleural Fluid,Gram Stain,SingleLine Text
Gram staining - Tear,Gram Stain,List Of Choices
Gram staining - Tear,Sample type,SingleLine Text
Gram Staining - Vaginal swab,Gram Stain,SingleLine Text
Gram Staining- CSF,Gram Stain,List Of Choices
Gram Staining- CSF,Gram stain,MultiLine Text
Gram Staining- CSF,Gram Staining- CSF,SubHeading
Gram Staining- Pus,Gram Stain,List Of Choices
Gram Staining- Pus,Gram stain,SubHeading
Gram Staining- Pus,Sample,SingleLine Text
Gram Staining- Pus,Site,SingleLine Text
Gram Staining- Sputum,Gram Stain,List Of Choices
Gram Staining- Sputum,Gram stain,MultiLine Text
Gram Staining- Sputum,Gram stain sputum,SubHeading
Gram Staining- Sputum,Site/Sample type,SingleLine Text
Gram Staining- Synovial Fiuid,Result,List Of Choices
Gram Staining- Urine,Gram Stain,List Of Choices
Gram Staining-Ascitic Fluid,Result,List Of Choices
Gram Staining-Endotracheal Aspirated Fluid,Result,List Of Choices
Growth Hormone,Growth Hormone,Numeric
Growth Hormone Dynamic Test(IGF-1 & Growth Hormone),Growth Hormone,Numeric
Growth Hormone Dynamic Test(IGF-1 & Growth Hormone),Growth Hormone (30 min),Numeric
Growth Hormone Dynamic Test(IGF-1 & Growth Hormone),Growth Hormone (60 min),Numeric
Growth Hormone Dynamic Test(IGF-1 & Growth Hormone),Growth Hormone (90 min),Numeric
Growth Hormone Dynamic Test(IGF-1 & Growth Hormone),IGF-1,Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),120 minutes,SubHeading
Growth Hormone Suppression By Glucose ( Lalpath ),30 minutes,SubHeading
Growth Hormone Suppression By Glucose ( Lalpath ),60 minutes,SubHeading
Growth Hormone Suppression By Glucose ( Lalpath ),Fasting,SubHeading
Growth Hormone Suppression By Glucose ( Lalpath ),Glucose 1 Hr,Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),Glucose 2 Hr,Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),Glucose 30 minutes,Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),"Glucose,Fasting",Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),Growth Hormone,Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),Growth Hormone  2Hr,Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),Growth Hormone (30 min),Numeric
Growth Hormone Suppression By Glucose ( Lalpath ),Growth Hormone (60 min),Numeric
"GTT 75 gm, Detailed",GTT 1 hr:,Numeric
"GTT 75 gm, Detailed",GTT 2 hr;,Numeric
"GTT 75 gm, Detailed",GTT 3 hr,Numeric
"GTT 75 gm, Detailed",GTT 4 hr,Numeric
"GTT 75 gm, Detailed",GTT Fasting,Numeric
"GTT 75 gm, Detailed",Urine sugar 1 hr,List Of Choices
"GTT 75 gm, Detailed",Urine sugar 2 hr,List Of Choices
"GTT 75 gm, Detailed",Urine sugar fasting,List Of Choices
H Pylori IgG,A:G Ratio,Numeric
H Pylori IgM,ABG,SubHeading
H. Pylori IgM,A:G Ratio,Numeric
H.Pylori IgA,A:G Ratio,Numeric
H1N1 MCVR,Result,SingleLine Text
H1N1 PCR (Swine Flue) Qualitative Real Time PCR,Result,List Of Choices
Haemoglobin (Hb ),Haemoglobin,Numeric
Hanta Virus,Result,List Of Choices
Haptoglobin (Serum),Haptoglobin,SubHeading
HAV IgM (ELFA),Comment:,Template
HAV IgM (ELFA),HAV IgM,Numeric
HAV IgM (ELFA),Interpretation,List Of Choices
HAV RNA PCR ( Qualitative),A:G Ratio,Numeric
HbA1c,HbA1c,Numeric
HbA1c,MBG,Numeric
HBc Ag IgM,Anti HBc IgM,Numeric
HBe - Anti HBe (ELFA),Anti-HBe Antibody,Numeric
HBe - Anti HBe (ELFA),HBe Ag,Numeric
HBe - Anti HBe (ELFA),Interpretation,List Of Choices
HBe - Anti HBe (ELFA),Interpretation,List Of Choices
HBe Ag (ELFA),HBe Ag,Numeric
HBe Ag (ELFA),HBe Ag,Numeric
HBe Ag (ELFA),HBe Ag (ELFA),SubHeading
HBe Ag (ELFA),Interpretation,List Of Choices
HBe Ag (ELFA),Interpretation,List Of Choices
HBe Ag (ELFA),Interpretation,List Of Choices
HBe Antigen (HBe Ag),A:G Ratio,Numeric
HBs Ag (ECLIA),A:G Ratio,Numeric
HBs Ag (ELFA),HBs Ag,Numeric
HBs Ag (ELFA),HBs Ag (ELFA),SubHeading
HBs Ag (ELFA),Interpretation,List Of Choices
HBs Ag (ELFA),Interpretation,List Of Choices
HBs Ag (ELISA),HBs Ag (ELISA),SubHeading
HBs Ag (ELISA),HBsAg,Numeric
HBs Ag (ELISA),Interpretation,List Of Choices
HBs Ag Quantitative,Result,Numeric
HBs Antibody Titre,Result,Numeric
HBsAg (CLIA),HBsAg,Numeric
HBsAg (CLIA),HBsAg (CLIA),SubHeading
HBsAg (CLIA),Interpretation,List Of Choices
HBsAg Card (Emergency Purpose Only),HBsAg,List Of Choices
HBsAg Card (Emergency Purpose Only),HBsAg Card,SubHeading
HBV DNA PCR,A:G Ratio,Numeric
HCG Beta Subunit,Beta HCG,Numeric
HCV  RNA  Qualitative,A:G Ratio,Numeric
HCV by CMIA,Result,Numeric
HCV Card (Emergency Purpose Only),HCV,List Of Choices
HCV Card (Emergency Purpose Only),HCV Card,SubHeading
HCV CARD (Health check up),HCV,List Of Choices
HCV CARD (Health check up),HCV Card,SubHeading
HCV ELISA - PANEL,A:G Ratio,Numeric
HCV RNA PCR,Result,Numeric
HDL Cholesterol,HDL Cholesterol,Numeric
Helicobacter Pylori Antigen Stool,Result,List Of Choices
Helicobacter Pylori Culture Tissue,Result,Numeric
Helicobacter Pylori IgA,Result,Numeric
Helicobacter Pylori IgG,Result,Numeric
Helicobacter Pylori IgM,Result,Numeric
Hemoglobin Electrophoresis,A:G Ratio,Numeric
Hepatitis B Virus Genotyping,Result,Numeric
Hepatitis B Virus HBV DNA PCR,Result,Numeric
Hepatitis B Virus HBV Genotype & Drug Resistance,Result,Numeric
Hepatitis B Virus HBV YMDD Mutation,Result,List Of Choices
Hepatitis C Virus HCV Genotyping,Result,Numeric
Hepatitis C Virus HCV RNA ( Qualitative ),Result,List Of Choices
Hepatitis C Virus HCV RNA Viral Load,Result,Numeric
Hepatitis Delta Virus HDV IgM,Result,Numeric
Hepatitis Delta Virus HDV RNA PCR,Result,List Of Choices
Hepatitis E Virus HEV IgG,Result,List Of Choices
Hepatitis G Virus HGV RNA PCR,Result,List Of Choices
Herpes Simplex Virus Type-1 & Type-2 DNA PCR,Result,List Of Choices
HEV (Anti),A:G Ratio,Numeric
HEV IgM,Result,Numeric
HEV IgM Card,HEV IgM Card,SubHeading
HEV IgM Card,IgM,List Of Choices
HFE Gene Sequencing (hemochromatosis),HFE,MultiLine Text
Histopath - Adeniodectomy,Biopsy No,SingleLine Text
Histopath - Adeniodectomy,Comment:,Template
Histopath - Adrenalectomy,Biopsy No,SingleLine Text
Histopath - Adrenalectomy,Comment:,Template
Histopath - Ambutation (Large),Comment:,Template
Histopath - Ambutation (Medium),Comment:,Template
Histopath - Ambutation (small),Comment:,Template
Histopath - Appendicectomy,Biopsy No,SingleLine Text
Histopath - Appendicectomy,Comment:,Template
Histopath - Bilateral neck dissection,Comment:,Template
Histopath - Biopsy Abdominal fat,Comment:,Template
Histopath - Biopsy Tumour IHC - ( Vellore),Comment:,Template
Histopath - BiopsyMedium,Biopsy No,SingleLine Text
Histopath - BiopsyMedium,Comment:,Template
Histopath - biopsySmall,Comment:,Template
Histopath - Bladder biopsy (Cystoprostatectomy),Biopsy No,SingleLine Text
Histopath - Bladder biopsy (Cystoprostatectomy),Comment:,Template
Histopath - Bladder biopsy/TURBT,Biopsy No,SingleLine Text
Histopath - Bladder biopsy/TURBT,Comment:,Template
Histopath - Bone biopsy,Biopsy No,SingleLine Text
Histopath - Bone biopsy,Comment:,Template
Histopath - Bone marrow Biopsy,Biopsy No,SingleLine Text
Histopath - Bone marrow Biopsy,Comment:,Template
Histopath - Bone marrow biopsy ( A & B),Comment:,Template
Histopath - Bone tumour,Comment:,Template
Histopath - BRAF mutation (Anand Lab),Comment:,Template
Histopath - BRAF V600 E mutation (Onquest),Comment:,Template
Histopath - Brain Cyst Excision,Comment:,Template
Histopath - Brain tissue,Biopsy No,SingleLine Text
Histopath - Brain tissue,Comment:,Template
Histopath - Brain Tumour,Biopsy No,SingleLine Text
Histopath - Brain Tumour,Comment:,Template
Histopath - Brain Tumour /Meningioma/Pituitary Tumour,Comment:,Template
Histopath - Breast lump Excision,Biopsy No,SingleLine Text
Histopath - Breast lump Excision,Comment:,Template
Histopath - Breast trucut biopsy,Biopsy No,SingleLine Text
Histopath - Breast trucut biopsy,Comment:,Template
Histopath - Bronchial Brush Cytology,Observation,Template
Histopath - Bronchial Wash Cytology,Observation,Template
Histopath - Bronchoscopic biopsy,Biopsy No,SingleLine Text
Histopath - Bronchoscopic biopsy,Comment:,Template
Histopath - Buccal mucosa,Biopsy No,SingleLine Text
Histopath - Buccal mucosa,Comment:,Template
Histopath - C Kit mutation Reflex to PDGFRA (Quest),Comment:,Template
Histopath - Cardiac Valve,Biopsy No,SingleLine Text
Histopath - Cardiac Valve,Comment:,Template
Histopath - Cell block,Comment:,Template
Histopath - Cervical polyp,Biopsy No,SingleLine Text
Histopath - Cervical polyp,Comment:,Template
Histopath - Cervical polypectomy,Biopsy No,SingleLine Text
Histopath - Cervical polypectomy,Comment:,Template
Histopath - Cervix biopsy,Biopsy No,SingleLine Text
Histopath - Cervix biopsy,Comment:,Template
Histopath - Colon Polypectomy,Biopsy No,SingleLine Text
Histopath - Colon Polypectomy,Comment:,Template
Histopath - Comprehensive 170 gene panel by NGS (Medgenome),Comment:,Template
Histopath - Conjunctival Biopsy,Comment:,Template
Histopath - Discectomy,Biopsy No,SingleLine Text
Histopath - Discectomy,Comment:,Template
Histopath - EGFR Mutation Analysis (Medgenome),Comment:,Template
Histopath - Electron Microscopy (Skin biopsy for CADASIL) Jaslok,Comment:,Template
Histopath - Endometrial /Pipelle biopsy,Biopsy No,SingleLine Text
Histopath - Endometrial /Pipelle biopsy,Comment:,Template
Histopath - Endometrial polyp,Biopsy No,SingleLine Text
Histopath - Endometrial polyp,Comment:,Template
Histopath - Endometrium / Endocervical biopsy,Biopsy No,SingleLine Text
Histopath - Endometrium / Endocervical biopsy,Comment:,Template
Histopath - Endoscopic biopsy - >5 samples,Biopsy No,SingleLine Text
Histopath - Endoscopic biopsy - >5 samples,Comment:,Template
Histopath - Endoscopic biopsy - 1-3 samples,Biopsy No,SingleLine Text
Histopath - Endoscopic biopsy - 1-3 samples,Comment:,Template
Histopath - Endoscopic biopsy - 3-5 sample,Biopsy No,SingleLine Text
Histopath - Endoscopic biopsy - 3-5 sample,Comment:,Template
Histopath - Endoscopic biopsy 1- 2 samples,Biopsy No,SingleLine Text
Histopath - Endoscopic biopsy 1- 2 samples,Comment:,Template
Histopath - Endoscopic biopsy 2 sample,Comment:,Template
Histopath - Endoscopy <5 samples,Biopsy No,SingleLine Text
Histopath - Enucleation of Eye Ball Biopsy,Comment:,Template
Histopath - Esophagectomy,Biopsy No,SingleLine Text
Histopath - Esophagectomy,Comment:,Template
Histopath - Excision biopsy (Large),Biopsy No,SingleLine Text
Histopath - Excision biopsy (Large),Comment:,Template
Histopath - Excision biopsy (Medium),Biopsy No,SingleLine Text
Histopath - Excision biopsy (Medium),Comment:,Template
Histopath - Excision biopsy (Small),Biopsy No,SingleLine Text
Histopath - Excision biopsy (Small),Comment:,Template
Histopath - Extended RAS testing by ARMS PCR (K & NRAS) Oncquest,Comment:,Template
Histopath - Fallopian tubes,Biopsy No,SingleLine Text
Histopath - Fallopian tubes,Comment:,Template
"Histopath - FISH t (11, 12) for EWINGS SARCOMA (Oncquest)",Comment:,Template
Histopath - Fistulectomy,Biopsy No,SingleLine Text
Histopath - Fistulectomy,Comment:,Template
Histopath - Frozen section,Comment:,Template
Histopath - Frozen section morethan 3 samples,Biopsy No,SingleLine Text
Histopath - Frozen section morethan 3 samples,Comment:,Template
Histopath - Frozen section one sample,Biopsy No,SingleLine Text
Histopath - Frozen section one sample,Comment:,Template
Histopath - Gall bladder,Biopsy No,SingleLine Text
Histopath - Gall bladder,Comment:,Template
Histopath - Gastrectomy,Biopsy No,SingleLine Text
Histopath - Gastrectomy,Comment:,Template
Histopath - Granulation Tissue from Middle Ear,Comment:,Template
Histopath - Hemicolectomy/AP Resection,Biopsy No,SingleLine Text
Histopath - Hemicolectomy/AP Resection,Comment:,Template
Histopath - Hemithyroidectomy,Biopsy No,SingleLine Text
Histopath - Hemithyroidectomy,Comment:,Template
Histopath - Hemorrhoidectomy,Biopsy No,SingleLine Text
Histopath - Hemorrhoidectomy,Comment:,Template
Histopath - Hysterectomy,Biopsy No,SingleLine Text
Histopath - Hysterectomy,Comment:,Template
Histopath - IBM Watson Genomic  Quest Core,Comment:,Template
Histopath - IHC - CMV (AIMS),Comment:,Template
Histopath - IHC Diagnosis panel (Quest),Comment:,Template
Histopath - IHC PDL 1 melanoma (Quest),Comment:,Template
Histopath - Immunohistochemistry (MSI panel),Comment:,Template
Histopath - Immunohistochemistry - 1 antibody,Biopsy No,SingleLine Text
Histopath - Immunohistochemistry - 1 antibody,Comment:,Template
Histopath - Immunohistochemistry - 2 antibody,Biopsy No,SingleLine Text
Histopath - Immunohistochemistry - 2 antibody,Comment:,Template
Histopath - Immunohistochemistry - 3 antibody,Biopsy No,SingleLine Text
Histopath - Immunohistochemistry - 3 antibody,Comment:,Template
Histopath - Immunohistochemistry - 4 antibody,Biopsy No,SingleLine Text
Histopath - Immunohistochemistry - 4 antibody,Comment:,Template
Histopath - Immunohistochemistry - 5 antibody,Biopsy No,SingleLine Text
Histopath - Immunohistochemistry - 5 antibody,Comment:,Template
Histopath - Immunohistochemistry >10 antibodies,Comment:,Template
Histopath - Immunohistochemistry 1 marker (ONCQUEST),Comment:,Template
Histopath - Immunohistochemistry 6 antibodies,Comment:,Template
Histopath - Immunohistochemistry 7 - 10 antibodies,Comment:,Template
Histopath - Immunohistochemistry Breast pannel,Biopsy No,SingleLine Text
Histopath - Immunohistochemistry Breast pannel,Comment:,Template
Histopath - Immunohistochemistry final Diagnosis Pa,Comment:,Template
Histopath - Immunohistochemistry for PLA2 Receptor anibody,Comment:,Template
Histopath - Immunohistochemistry one marker(IHC) - insource,Comment:,Template
Histopath - immunohistochemistry without interpretation 1 marker  (ONQUEST),Comment:,Template
Histopath - Immunohistochemistry(NIMHANS-Additional Antibody),Comment:,Template
Histopath - Immunohistochemistry(outsource) - one marker -  (IHC),Comment:,Template
Histopath - Immunohistochemistry-morethan 7 markers,Biopsy No,SingleLine Text
Histopath - Immunohistochemistry-morethan 7 markers,Comment:,Template
Histopath - Incisional biopsy,Comment:,Template
Histopath - Kidney Biopsy Light Microscopy,Comments,MultiLine Text
Histopath - Kidney Biopsy Light Microscopy,Observation,Template
Histopath - Kidney Biopsy LM & IF,Observation,Template
Histopath - Kidney Biopsy LM - Rush,Observation,Template
Histopath - Kidney Biopsy with IF (Rush),Observation,Template
Histopath - KRAS Mutation (Quest),Comment:,Template
Histopath - Large biopsy,Comment:,Template
Histopath - Laryngectomy,Biopsy No,SingleLine Text
Histopath - Laryngectomy,Comment:,Template
Histopath - Laryngectomy with Radical neck dissection,Comment:,Template
Histopath - Laryngopharyngectomy with Neck dissection,Comment:,Template
Histopath - Lipoma,Comment:,Template
Histopath - Liver biopsy,Biopsy No,SingleLine Text
Histopath - Liver biopsy,Comment:,Template
Histopath - Lung - Lobectomy/Pneumonectomy,Biopsy No,SingleLine Text
Histopath - Lung - Lobectomy/Pneumonectomy,Comment:,Template
Histopath - Lung biopsy,Biopsy No,SingleLine Text
Histopath - Lung biopsy,Comment:,Template
Histopath - Lung mutation panel I (Genepath),Comment:,Template
"Histopath - Lung Panel 1 (Medgenome) EGFR,ALK,ROS1,PDL1",Comment:,Template
